execution,case_id,parent_case_id,operator_id,novel_coverage,added_to_corpus,result_class,signature
244,305810708873a12de4d8baa7c70995cc4f653e450a9683cc6b880892dc144726,dd1e1654e266d2bd3d254c24159d811fca8669592bfd1f0a537dd5bbc2fa0e20,sequence.insert.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
245,6e3511a2e5501efd99d4003b9e1d8dc469ed8e92bd3fbbdf91fe30d1fc5800af,305810708873a12de4d8baa7c70995cc4f653e450a9683cc6b880892dc144726,sequence.insert.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
246,e3774d43358d21a688f4bfe9514aa743a3eee1ae402cef601f143ccc6d01a23f,6e3511a2e5501efd99d4003b9e1d8dc469ed8e92bd3fbbdf91fe30d1fc5800af,sequence.insert.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
247,45c05a8f0f44ecf65503733b5161b7819619efa30f7e93a14354c4e603583d73,e3774d43358d21a688f4bfe9514aa743a3eee1ae402cef601f143ccc6d01a23f,sequence.delete.v1,0,false,COMPLETE,
248,d4a6c2ab0b80bc83c66ca4080df85eb67446aee40cef2ec92250c7f8c1953c68,15dee2dcb4cae90146c5345456aac23d0c347f5172232a457ab3b308e3353df6,buffer.block.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
249,b7bbf6e8beaf609fa6dd029cb42ad4cb994b72afadf4c75efcb754fec1284bf1,d4a6c2ab0b80bc83c66ca4080df85eb67446aee40cef2ec92250c7f8c1953c68,sequence.insert.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
250,5ec626d5dccd3a453d42cc7b4c7188b0e77c19ecf63b8e1bad83e19a987edbe1,b7bbf6e8beaf609fa6dd029cb42ad4cb994b72afadf4c75efcb754fec1284bf1,sequence.delete.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
251,8a3399a04cb3e8d4ea99c2ff165b3269959016f732436d8a89088eb910cf0e0a,5ec626d5dccd3a453d42cc7b4c7188b0e77c19ecf63b8e1bad83e19a987edbe1,sequence.swap-adjacent.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
252,89df3078cf82b48f7dde6724ebecf1d381d3474b996a525cf265affeac5402f5,8a3399a04cb3e8d4ea99c2ff165b3269959016f732436d8a89088eb910cf0e0a,scalar.boundary.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
253,acd15620b02faa0cce467cd2d95e46c175b0e454b85cda6414cc7646c15e5764,89df3078cf82b48f7dde6724ebecf1d381d3474b996a525cf265affeac5402f5,buffer.block.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
254,9bd473f9c88c50017c355827ea8ed5f56585e5d727807040f5457c4edaaded11,acd15620b02faa0cce467cd2d95e46c175b0e454b85cda6414cc7646c15e5764,scalar.boundary.v1,0,false,COMPLETE,
255,9a671d7147c8ee834c9e2d6ca03d714398a1cd58e3188a0fe8cdd26c983e5271,728972872005b86d596c098d58d472205d23730cf4952a806ba995fa3787ac9f,sequence.delete.v1,0,false,COMPLETE,
256,875ba3132d410085619bad4fe68f2033c014764013898733b1c735974b631c18,19b315d145b9def8f212fec8ebed54350117e2bb8e5ae24e48c36bbe095c5465,buffer.block.v1,0,true,SYNTHETIC_FAILURE,c16b0923faeafce6e8196416e81c29d76ea01fa379e562fa7c785b373f6cf1db
